Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|
111413125,-0.12,2.29,760.4,48.10,2247.3,2372.5
111638000,-0.18,2.11,1145.7,98.73,2083.6,2377.8
111862875,-0.18,2.11,1145.7,98.73,2083.6,2377.8
112087750,-0.18,1.94,1305.8,98.73,2177.0,2538.6
112312625,-0.18,1.94,1305.8,98.73,2177.0,2538.6
112537500,-0.18,1.94,1305.8,98.73,2177.0,2538.6
112762375,-0.23,1.76,1615.1,74.05,1835.8,2445.1
112987250,-0.23,1.76,1615.1,74.05,1835.8,2445.1
113212125,-0.23,1.76,1615.1,74.05,1835.8,2445.1
113437000,-0.23,1.76,1615.1,74.05,1835.8,2445.1
113661875,-0.23,1.76,1615.1,74.05,1835.8,2445.1
113886750,-0.23,1.76,1615.1,74.05,1835.8,2445.1
114111625,-0.29,1.76,1621.2,59.24,1474.1,2191.1
114336500,-0.29,1.76,1621.2,59.24,1474.1,2191.1
114561375,-0.23,1.76,1615.1,74.05,1835.8,2445.1
114786250,-0.23,1.76,1615.1,74.05,1835.8,2445.1
115011125,-0.23,1.76,1615.1,74.05,1835.8,2445.1
115236000,-0.23,1.76,1615.1,74.05,1835.8,2445.1
115460875,-0.23,1.76,1615.1,74.05,1835.8,2445.1
115685750,-0.23,1.76,1615.1,74.05,1835.8,2445.1
115910625,-0.23,1.76,1615.1,74.05,1835.8,2445.1
116135500,-0.23,1.76,1615.1,74.05,1835.8,2445.1
116360375,-0.23,1.76,1615.1,74.05,1835.8,2445.1
116585250,-0.23,1.76,1615.1,74.05,1835.8,2445.1
116810125,-0.23,1.76,1615.1,74.05,1835.8,2445.1
117035000,-0.23,1.76,1615.1,74.05,1835.8,2445.1
117259875,-0.23,1.94,1444.1,74.05,1805.5,2312.0
117484750,-0.23,1.94,1444.1,74.05,1805.5,2312.0
117709625,-0.23,1.94,1444.1,74.05,1805.5,2312.0
117934500,-0.23,2.11,1294.1,74.05,1765.0,2188.6
118159375,-0.23,2.11,1294.1,74.05,1765.0,2188.6
118384250,-0.23,2.11,1294.1,74.05,1765.0,2188.6
118609125,-0.23,2.29,1162.8,74.05,1718.0,2074.5
118834000,-0.23,2.46,1047.9,74.05,1667.4,1969.3
119058875,-0.23,2.46,1047.9,74.05,1667.4,1969.3
119283750,-0.23,2.64,947.5,74.05,1615.1,1872.5
119508625,-0.23,2.64,947.5,74.05,1615.1,1872.5
119733500,-0.23,2.82,859.4,74.05,1562.5,1783.2
119958375,-0.23,2.99,782.0,74.05,1510.6,1701.0
120183250,-0.23,3.17,713.8,74.05,1459.9,1625.1
120408125,-0.23,3.34,653.6,74.05,1410.9,1554.9
120633000,-0.23,3.52,600.2,74.05,1363.8,1490.0
120857875,-0.29,3.70,637.4,59.24,1216.5,1373.4
121082750,-0.29,3.87,592.1,59.24,1183.8,1323.6
121307625,-0.29,4.05,551.2,59.24,1151.9,1276.9
121532500,-0.29,4.22,514.0,59.24,1120.9,1233.1
121757375,-0.29,4.40,480.3,59.24,1090.8,1191.9
121982250,-0.29,4.57,449.5,59.24,1061.8,1153.0
122207125,-0.35,4.75,476.1,49.37,972.9,1083.1
122432000,-0.35,4.93,448.7,49.37,951.0,1051.5
122656875,-0.35,5.10,423.6,49.37,929.6,1021.5
122881750,-0.35,5.28,400.3,49.37,908.8,993.0
123106625,-0.41,5.45,418.8,42.32,841.9,940.3
123331500,-0.41,5.63,397.9,42.32,825.6,916.5
123556375,-0.41,5.81,378.4,42.32,809.6,893.7
123781250,-0.41,5.98,360.2,42.32,794.0,871.9
124006125,-0.41,6.16,343.2,42.32,778.7,851.0
124231000,-0.47,6.33,357.2,37.03,729.3,812.1
124455875,-0.41,6.51,312.5,42.32,749.3,811.9
124680750,-0.41,6.69,298.6,42.32,735.2,793.5
124905625,-0.41,6.86,285.5,42.32,721.4,775.9
125130500,-0.47,7.04,300.4,37.03,681.1,744.4
125355375,-0.47,7.21,288.2,37.03,669.7,729.1
125580250,-0.47,7.39,276.7,37.03,658.5,714.3
125805125,-0.47,7.57,265.8,37.03,647.6,700.1
126030000,-0.53,7.74,277.4,32.92,614.4,674.1
126254875,-0.53,7.92,267.2,32.92,605.2,661.6
126479750,-0.53,8.09,257.5,32.92,596.2,649.4
126704625,-0.59,8.27,266.5,29.63,567.2,626.7
126929500,-0.59,8.45,257.4,29.63,559.5,615.9
127154375,-0.59,8.62,248.8,29.63,551.9,605.4
127379250,-0.59,8.62,248.8,29.63,551.9,605.4
127604125,-0.65,8.80,255.9,26.94,526.5,585.4
127829000,-0.65,8.97,247.8,26.94,519.9,576.0
128053875,-0.70,9.15,253.4,24.70,496.7,557.6
128278750,-0.70,9.33,245.8,24.70,491.0,549.1
128503625,-0.70,9.33,245.8,24.70,491.0,549.1
128728500,-0.70,9.50,238.5,24.70,485.4,540.9
128953375,-0.76,9.50,250.1,22.80,469.7,532.1
129178250,-0.76,9.68,243.0,22.80,464.7,524.4
129403125,-0.76,9.85,236.2,22.80,459.9,517.0
129628000,-0.82,10.03,239.6,21.17,440.8,501.8
129852875,-0.82,10.03,239.6,21.17,440.8,501.8
130077750,-0.82,10.21,233.3,21.17,436.6,495.0
130302625,-0.88,10.38,235.9,19.76,419.0,480.8
130527500,-0.88,10.56,229.9,19.76,415.2,474.7
130752375,-0.94,10.73,231.9,18.53,399.0,461.5
130977250,-1.00,10.73,238.8,17.44,386.5,454.3
131202125,-1.00,10.73,238.8,17.44,386.5,454.3
131427000,-1.06,10.56,250.5,16.48,376.6,452.3
131651875,-1.06,10.56,250.5,16.48,376.6,452.3
131876750,-1.06,10.38,256.4,16.48,379.1,457.7
132101625,-1.11,10.21,267.3,15.61,368.2,455.0
132326500,-1.11,10.03,273.5,15.61,370.2,460.2
132551375,-1.06,10.03,268.7,16.48,384.0,468.6
132776250,-1.06,9.85,275.1,16.48,386.4,474.3
133001125,-1.06,9.85,275.1,16.48,386.4,474.3
133226000,-1.06,9.85,275.1,16.48,386.4,474.3
133450875,-1.06,9.85,275.1,16.48,386.4,474.3
133675750,-1.06,9.85,275.1,16.48,386.4,474.3
133900625,-1.06,9.85,275.1,16.48,386.4,474.3
134125500,-1.00,9.85,269.5,17.44,400.8,483.0
134350375,-1.00,9.85,269.5,17.44,400.8,483.0
134575250,-1.00,9.85,269.5,17.44,400.8,483.0
134800125,-1.00,10.03,262.9,17.44,398.0,477.0
135025000,-0.94,10.21,249.9,18.53,408.9,479.2
135249875,-0.94,10.38,243.7,18.53,405.6,473.2
135474750,-0.94,10.38,243.7,18.53,405.6,473.2
135699625,-0.94,10.56,237.7,18.53,402.3,467.3
135924500,-0.94,10.73,231.9,18.53,399.0,461.5
136149375,-1.00,10.73,238.8,17.44,386.5,454.3
136374250,-1.00,10.91,233.2,17.44,383.6,448.9
136599125,-1.00,10.91,233.2,17.44,383.6,448.9
136824000,-0.94,11.09,220.9,18.53,392.4,450.3
137048875,-0.94,11.09,220.9,18.53,392.4,450.3
137273750,-0.94,11.09,220.9,18.53,392.4,450.3
137498625,-1.00,11.09,227.8,17.44,380.7,443.6
137723500,-1.00,11.09,227.8,17.44,380.7,443.6
137948375,-0.94,11.09,220.9,18.53,392.4,450.3
138173250,-0.94,11.09,220.9,18.53,392.4,450.3
138398125,-0.94,11.26,215.7,18.53,389.1,444.9
138623000,-0.88,11.26,208.0,19.76,400.4,451.2
138847875,-0.88,11.26,208.0,19.76,400.4,451.2
139072750,-0.88,11.44,203.0,19.76,396.7,445.7
139297625,-0.82,11.44,194.6,21.17,407.5,451.6
139522500,-0.82,11.61,189.8,21.17,403.5,445.9
139747375,-0.82,11.79,185.2,21.17,399.6,440.4
139972250,-0.82,11.96,180.7,21.17,395.7,435.0
140197125,-0.82,12.14,176.4,21.17,391.8,429.7
140422000,-0.82,12.32,172.2,21.17,388.0,424.5
140646875,-0.82,12.32,172.2,21.17,388.0,424.5
140871750,-0.88,12.49,176.1,19.76,375.4,414.7
141096625,-0.88,12.49,176.1,19.76,375.4,414.7
141321500,-0.88,12.49,176.1,19.76,375.4,414.7
141546375,-0.88,12.49,176.1,19.76,375.4,414.7
141771250,-0.88,12.49,176.1,19.76,375.4,414.7
141996125,-0.88,12.49,176.1,19.76,375.4,414.7
142221000,-0.82,12.49,168.2,21.17,384.2,419.4
142445875,-0.82,12.32,172.2,21.17,388.0,424.5
142670750,-0.82,12.49,168.2,21.17,384.2,419.4
142895625,-0.76,12.49,159.6,22.80,392.8,424.0
143120500,-0.76,12.49,159.6,22.80,392.8,424.0
143345375,-0.76,12.49,159.6,22.80,392.8,424.0
143570250,-0.70,12.67,146.8,24.70,396.9,423.2
143795125,-0.70,12.67,146.8,24.70,396.9,423.2
144020000,-0.70,12.84,143.3,24.70,392.7,418.0
144244875,-0.65,12.84,133.8,26.94,400.1,421.9
144469750,-0.65,13.02,130.6,26.94,395.7,416.7
144694625,-0.65,13.20,127.4,26.94,391.4,411.6
144919500,-0.59,13.20,117.8,29.63,397.9,415.0
145144375,-0.59,13.37,115.0,29.63,393.4,409.9
145369250,-0.59,13.55,112.2,29.63,389.0,404.9
145594125,-0.53,13.72,100.0,32.92,390.2,402.8
145819000,-0.53,13.90,97.7,32.92,385.8,398.0
146043875,-0.53,14.08,95.4,32.92,381.5,393.3
146268750,-0.53,14.25,93.2,32.92,377.3,388.6
146493625,-0.47,14.43,81.9,37.03,377.5,386.3
146718500,-0.47,14.60,80.0,37.03,373.3,381.8
146943375,-0.47,14.78,78.2,37.03,369.2,377.4
147168250,-0.47,14.96,76.5,37.03,365.2,373.1
147393125,-0.47,15.13,74.8,37.03,361.2,368.9
147618000,-0.47,15.31,73.2,37.03,357.4,364.8
147842875,-0.41,15.48,63.2,42.32,356.8,362.3
148067750,-0.41,15.66,61.8,42.32,353.0,358.3
148292625,-0.41,15.84,60.5,42.32,349.2,354.4
148517500,-0.41,16.01,59.2,42.32,345.6,350.6
148742375,-0.35,16.19,50.1,49.37,344.5,348.1
148967250,-0.35,16.54,48.0,49.37,337.3,340.7
149192125,-0.35,16.54,48.0,49.37,337.3,340.7
149417000,-0.35,16.89,46.1,49.37,330.5,333.7
149641875,-0.35,17.07,45.2,49.37,327.1,330.2
149866750,-0.35,17.24,44.3,49.37,323.9,326.9
150091625,-0.35,17.42,43.4,49.37,320.6,323.6
150316500,-0.35,17.60,42.6,49.37,317.5,320.3
150541375,-0.35,17.77,41.7,49.37,314.4,317.2
150766250,-0.35,17.95,41.0,49.37,311.4,314.1
150991125,-0.35,18.12,40.2,49.37,308.4,311.0
151216000,-0.35,18.30,39.4,49.37,305.5,308.0
151440875,-0.35,18.48,38.7,49.37,302.6,305.1
151665750,-0.35,18.65,38.0,49.37,299.8,302.2
151890625,-0.35,18.83,37.3,49.37,297.0,299.4
152115500,-0.35,19.00,36.6,49.37,294.3,296.6
152340375,-0.35,19.18,36.0,49.37,291.6,293.8
152565250,-0.35,19.35,35.3,49.37,289.0,291.2
152790125,-0.29,19.53,29.1,59.24,287.7,289.1
153015000,-0.35,19.71,34.1,49.37,283.9,285.9
153239875,-0.35,19.88,33.5,49.37,281.4,283.4
153464750,-0.29,19.88,28.1,59.24,282.6,284.0
153689625,-0.35,20.06,33.0,49.37,278.9,280.9
153914500,-0.35,20.23,32.4,49.37,276.5,278.4
154139375,-0.29,20.41,26.7,59.24,275.2,276.5
154364250,-0.29,20.59,26.2,59.24,272.9,274.1
154589125,-0.35,20.76,30.8,49.37,269.5,271.3
154814000,-0.35,20.94,30.3,49.37,267.3,269.0
155038875,-0.23,21.11,20.0,74.05,266.8,267.6
155263750,-0.23,21.29,19.7,74.05,264.6,265.3
155488625,-0.29,21.29,24.5,59.24,263.8,264.9
155713500,-0.29,21.47,24.1,59.24,261.6,262.7
155938375,-0.23,21.64,19.1,74.05,260.2,260.9
156163250,-0.23,21.82,18.8,74.05,258.1,258.8
156388125,-0.29,21.99,23.0,59.24,255.3,256.3
156613000,-0.23,22.17,18.2,74.05,254.0,254.6
156837875,-0.23,22.35,17.9,74.05,251.9,252.6
157062750,-0.23,22.52,17.6,74.05,249.9,250.5
157287625,-0.23,22.52,17.6,74.05,249.9,250.5
157512500,-0.23,22.70,17.4,74.05,247.9,248.6
157737375,-0.23,22.87,17.1,74.05,246.0,246.6
157962250,-0.23,23.05,16.8,74.05,244.1,244.7
158187125,-0.23,23.23,16.6,74.05,242.2,242.8
158412000,-0.23,23.40,16.3,74.05,240.4,240.9
158636875,-0.23,23.58,16.1,74.05,238.5,239.1
158861750,-0.23,23.75,15.9,74.05,236.7,237.3
159086625,-0.23,23.93,15.6,74.05,234.9,235.5
159311500,-0.23,24.11,15.4,74.05,233.2,233.7
159536375,-0.23,24.28,15.2,74.05,231.5,232.0
159761250,-0.23,24.46,15.0,74.05,229.8,230.3
159986125,-0.23,24.63,14.8,74.05,228.1,228.6
160211000,-0.23,24.81,14.6,74.05,226.4,226.9
160435875,-0.23,24.99,14.4,74.05,224.8,225.3
160660750,-0.23,25.16,14.2,74.05,223.2,223.6
160885625,-0.23,25.34,14.0,74.05,221.6,222.0
161110500,-0.23,25.34,14.0,74.05,221.6,222.0
161335375,-0.18,25.69,10.2,98.73,218.8,219.1
161560250,-0.18,25.69,10.2,98.73,218.8,219.1
161785125,-0.18,25.87,10.1,98.73,217.3,217.5
162010000,-0.18,26.04,10.0,98.73,215.8,216.0
162234875,-0.18,26.22,9.8,98.73,214.3,214.5
162459750,-0.18,26.39,9.7,98.73,212.8,213.0
162684625,-0.23,26.57,12.7,74.05,211.0,211.4
162909500,-0.23,26.74,12.6,74.05,209.6,210.0
163134375,-0.23,26.92,12.4,74.05,208.2,208.6
163359250,-0.23,27.10,12.3,74.05,206.8,207.2
163584125,-0.23,27.27,12.1,74.05,205.4,205.8
163809000,-0.23,27.27,12.1,74.05,205.4,205.8
164033875,-0.23,27.45,12.0,74.05,204.1,204.4
164258750,-0.23,27.62,11.8,74.05,202.7,203.1
164483625,-0.23,27.80,11.7,74.05,201.4,201.7
164708500,-0.23,27.98,11.5,74.05,200.1,200.4
164933375,-0.23,28.15,11.4,74.05,198.8,199.1
165158250,-0.23,28.15,11.4,74.05,198.8,199.1
165383125,-0.23,28.33,11.2,74.05,197.5,197.8
165608000,-0.23,28.50,11.1,74.05,196.3,196.6
165832875,-0.23,28.68,11.0,74.05,195.0,195.3
166057750,-0.23,28.86,10.8,74.05,193.8,194.1
166282625,-0.23,29.03,10.7,74.05,192.6,192.9
166507500,-0.23,29.21,10.6,74.05,191.3,191.6
166732375,-0.23,29.21,10.6,74.05,191.3,191.6
166957250,-0.23,29.38,10.5,74.05,190.2,190.4
167182125,-0.23,29.56,10.3,74.05,189.0,189.3
167407000,-0.23,29.74,10.2,74.05,187.8,188.1
167631875,-0.23,29.91,10.1,74.05,186.7,186.9
167856750,-0.23,30.09,10.0,74.05,185.5,185.8
168081625,-0.23,30.26,9.9,74.05,184.4,184.7
168306500,-0.23,30.26,9.9,74.05,184.4,184.7
168531375,-0.29,30.44,12.2,59.24,183.0,183.4
168756250,-0.29,30.62,12.1,59.24,181.9,182.3
168981125,-0.29,30.79,11.9,59.24,180.8,181.2
169206000,-0.29,30.79,11.9,59.24,180.8,181.2
169430875,-0.29,30.97,11.8,59.24,179.8,180.2
169655750,-0.29,31.14,11.7,59.24,178.7,179.1
169880625,-0.29,31.32,11.5,59.24,177.7,178.0
170105500,-0.29,31.50,11.4,59.24,176.6,177.0
170330375,-0.23,31.50,9.1,74.05,176.9,177.1
170555250,-0.23,31.67,9.0,74.05,175.8,176.1
170780125,-0.29,31.85,11.2,59.24,174.6,174.9
171005000,-0.23,32.02,8.9,74.05,173.8,174.0
171229875,-0.23,32.02,8.9,74.05,173.8,174.0
171454750,-0.23,32.20,8.8,74.05,172.8,173.0
171679625,-0.23,32.38,8.7,74.05,171.8,172.1
171904500,-0.23,32.55,8.6,74.05,170.9,171.1
172129375,-0.23,32.55,8.6,74.05,170.9,171.1
172354250,-0.23,32.73,8.5,74.05,169.9,170.1
172579125,-0.23,32.90,8.4,74.05,168.9,169.1
172804000,-0.23,33.08,8.3,74.05,168.0,168.2
173028875,-0.23,33.26,8.2,74.05,167.1,167.3
173253750,-0.23,33.43,8.1,74.05,166.1,166.3
173478625,-0.23,33.61,8.1,74.05,165.2,165.4
173703500,-0.23,33.78,8.0,74.05,164.3,164.5
173928375,-0.23,33.78,8.0,74.05,164.3,164.5
174153250,-0.23,33.96,7.9,74.05,163.4,163.6
174378125,-0.23,34.13,7.8,74.05,162.5,162.7
174603000,-0.23,34.31,7.7,74.05,161.6,161.8
174827875,-0.23,34.49,7.7,74.05,160.8,160.9
175052750,-0.23,34.66,7.6,74.05,159.9,160.1
175277625,-0.23,34.84,7.5,74.05,159.0,159.2
175502500,-0.23,35.01,7.4,74.05,158.2,158.4
175727375,-0.23,35.19,7.4,74.05,157.4,157.5
175952250,-0.23,35.37,7.3,74.05,156.5,156.7
176177125,-0.23,35.54,7.2,74.05,155.7,155.9
176402000,-0.23,35.72,7.2,74.05,154.9,155.0
176626875,-0.23,35.89,7.1,74.05,154.1,154.2
176851750,-0.23,36.07,7.0,74.05,153.3,153.4
177076625,-0.23,36.25,7.0,74.05,152.5,152.6
177301500,-0.18,36.42,5.2,98.73,151.8,151.9
177526375,-0.23,36.42,6.9,74.05,151.7,151.8
177751250,-0.23,36.60,6.8,74.05,150.9,151.1
177976125,-0.23,36.77,6.8,74.05,150.1,150.3
178201000,-0.23,37.13,6.7,74.05,148.6,148.8
178425875,-0.23,37.13,6.7,74.05,148.6,148.8
178650750,-0.23,37.48,6.5,74.05,147.1,147.3
178875625,-0.23,37.65,6.5,74.05,146.4,146.5
179100500,-0.23,37.83,6.4,74.05,145.7,145.8
179325375,-0.23,38.01,6.4,74.05,144.9,145.1
179550250,-0.23,38.18,6.3,74.05,144.2,144.4
179775125,-0.23,38.36,6.2,74.05,143.5,143.6
